VIN,服务器接收时间,数据采集时间,里程(km),SOC
LDD3B6K60N0000235,2023-05-01 05:55:44,2023-05-01 05:55:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:55:44,2023-05-01 05:55:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:56:14,2023-05-01 05:56:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:56:44,2023-05-01 05:56:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:57:14,2023-05-01 05:57:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:57:44,2023-05-01 05:57:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:58:14,2023-05-01 05:58:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:58:44,2023-05-01 05:58:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:59:14,2023-05-01 05:59:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 05:59:44,2023-05-01 05:59:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:00:14,2023-05-01 06:00:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:00:44,2023-05-01 06:00:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:01:14,2023-05-01 06:01:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:01:44,2023-05-01 06:01:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:02:14,2023-05-01 06:02:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:02:44,2023-05-01 06:02:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:03:14,2023-05-01 06:03:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:03:44,2023-05-01 06:03:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:04:14,2023-05-01 06:04:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:04:44,2023-05-01 06:04:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:05:14,2023-05-01 06:05:14,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:05:44,2023-05-01 06:05:44,17493.5,85
LDD3B6K60N0000235,2023-05-01 06:06:14,2023-05-01 06:06:14,17493.5,84
LDD3B6K60N0000235,2023-05-01 06:06:44,2023-05-01 06:06:44,17493.5,84
LDD3B6K60N0000235,2023-05-01 06:07:14,2023-05-01 06:07:14,17493.5,84
LDD3B6K60N0000235,2023-05-01 06:07:44,2023-05-01 06:07:44,17493.5,84
LDD3B6K60N0000235,2023-05-01 06:08:14,2023-05-01 06:08:14,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:44:56,2023-05-04 10:44:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:44:57,2023-05-04 10:44:57,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:44:57,2023-05-04 10:44:57,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:45:26,2023-05-04 10:45:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:45:56,2023-05-04 10:45:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:46:26,2023-05-04 10:46:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:46:56,2023-05-04 10:46:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:47:26,2023-05-04 10:47:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:47:56,2023-05-04 10:47:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:48:26,2023-05-04 10:48:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 10:48:56,2023-05-04 10:48:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:26,2023-05-04 11:16:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:27,2023-05-04 11:16:27,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:27,2023-05-04 11:16:27,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:29,2023-05-04 11:16:29,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:29,2023-05-04 11:16:29,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:29,2023-05-04 11:16:29,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:29,2023-05-04 11:16:29,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:29,2023-05-04 11:16:29,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:29,2023-05-04 11:16:29,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:29,2023-05-04 11:16:29,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:29,2023-05-04 11:16:29,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:30,2023-05-04 11:16:30,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:30,2023-05-04 11:16:30,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:30,2023-05-04 11:16:30,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:31,2023-05-04 11:16:31,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:32,2023-05-04 11:16:32,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:32,2023-05-04 11:16:32,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:32,2023-05-04 11:16:32,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:32,2023-05-04 11:16:32,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:32,2023-05-04 11:16:32,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:32,2023-05-04 11:16:32,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:33,2023-05-04 11:16:33,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:33,2023-05-04 11:16:33,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:33,2023-05-04 11:16:33,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:34,2023-05-04 11:16:34,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:34,2023-05-04 11:16:34,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:35,2023-05-04 11:16:35,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:35,2023-05-04 11:16:35,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:35,2023-05-04 11:16:35,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:35,2023-05-04 11:16:35,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:35,2023-05-04 11:16:35,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:36,2023-05-04 11:16:36,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:37,2023-05-04 11:16:37,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:37,2023-05-04 11:16:37,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:38,2023-05-04 11:16:38,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:38,2023-05-04 11:16:38,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:38,2023-05-04 11:16:38,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:38,2023-05-04 11:16:38,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:38,2023-05-04 11:16:38,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:38,2023-05-04 11:16:38,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:39,2023-05-04 11:16:39,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:39,2023-05-04 11:16:39,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:41,2023-05-04 11:16:41,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:42,2023-05-04 11:16:42,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:44,2023-05-04 11:16:44,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:44,2023-05-04 11:16:44,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:44,2023-05-04 11:16:44,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:16:56,2023-05-04 11:16:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:17:26,2023-05-04 11:17:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:17:56,2023-05-04 11:17:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:18:26,2023-05-04 11:18:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:18:56,2023-05-04 11:18:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:19:26,2023-05-04 11:19:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:19:56,2023-05-04 11:19:56,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:20:26,2023-05-04 11:20:26,17493.5,84
LDD3B6K60N0000235,2023-05-04 11:20:57,2023-05-04 11:20:57,17493.5,84
LDD3B6K60N0000235,2023-05-05 11:39:44,2023-05-05 11:39:44,17493.5,84
LDD3B6K60N0000235,2023-05-05 11:39:44,2023-05-05 11:39:44,17493.5,84
LDD3B6K60N0000235,2023-05-05 11:40:14,2023-05-05 11:40:14,17493.5,84
LDD3B6K60N0000235,2023-05-05 11:40:44,2023-05-05 11:40:44,17493.5,84
LDD3B6K60N0000235,2023-05-06 06:25:41,2023-05-06 06:25:41,17493.5,84
LDD3B6K60N0000235,2023-05-06 06:25:42,2023-05-06 06:25:42,17493.5,84
LDD3B6K60N0000235,2023-05-06 06:25:42,2023-05-06 06:25:42,17493.5,84
LDD3B6K60N0000235,2023-05-06 06:26:11,2023-05-06 06:26:11,17493.5,83
LDD3B6K60N0000235,2023-05-06 06:26:41,2023-05-06 06:26:41,17493.5,83
LDD3B6K60N0000235,2023-05-06 06:27:11,2023-05-06 06:27:11,17493.5,83
LDD3B6K60N0000235,2023-05-06 06:27:41,2023-05-06 06:27:41,17493.5,83
LDD3B6K60N0000235,2023-05-06 06:28:11,2023-05-06 06:28:11,17493.5,83
LDD3B6K60N0000235,2023-05-06 06:28:41,2023-05-06 06:28:41,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:19:40,2023-05-06 08:19:40,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:19:41,2023-05-06 08:19:41,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:19:41,2023-05-06 08:19:41,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:20:10,2023-05-06 08:20:10,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:20:40,2023-05-06 08:20:40,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:21:11,2023-05-06 08:21:11,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:21:40,2023-05-06 08:21:40,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:22:10,2023-05-06 08:22:10,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:22:40,2023-05-06 08:22:40,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:23:10,2023-05-06 08:23:10,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:23:40,2023-05-06 08:23:40,17493.5,83
LDD3B6K60N0000235,2023-05-06 08:24:10,2023-05-06 08:24:10,17493.5,83
LDD3B6K60N0000235,2023-05-10 08:42:45,2023-05-10 08:42:45,17493.5,83
LDD3B6K60N0000235,2023-05-10 08:42:45,2023-05-10 08:42:45,17493.5,83
LDD3B6K60N0000235,2023-05-10 08:42:45,2023-05-10 08:42:45,17493.5,83
LDD3B6K60N0000235,2023-05-10 08:43:15,2023-05-10 08:43:15,17493.5,82
LDD3B6K60N0000235,2023-05-10 08:43:45,2023-05-10 08:43:45,17493.5,82
LDD3B6K60N0000235,2023-05-10 08:44:15,2023-05-10 08:44:15,17493.5,82
LDD3B6K60N0000235,2023-05-10 08:44:45,2023-05-10 08:44:45,17493.5,82
LDD3B6K60N0000235,2023-05-10 08:45:15,2023-05-10 08:45:15,17493.5,82
LDD3B6K60N0000235,2023-05-10 08:45:45,2023-05-10 08:45:45,17493.6,82
LDD3B6K60N0000235,2023-05-10 08:46:15,2023-05-10 08:46:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:46:45,2023-05-10 08:46:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:47:15,2023-05-10 08:47:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:47:45,2023-05-10 08:47:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:48:15,2023-05-10 08:48:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:48:45,2023-05-10 08:48:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:49:15,2023-05-10 08:49:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:49:45,2023-05-10 08:49:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:50:15,2023-05-10 08:50:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:50:45,2023-05-10 08:50:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:51:15,2023-05-10 08:51:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:51:45,2023-05-10 08:51:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:52:15,2023-05-10 08:52:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:52:45,2023-05-10 08:52:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:53:15,2023-05-10 08:53:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:53:45,2023-05-10 08:53:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:54:15,2023-05-10 08:54:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:54:45,2023-05-10 08:54:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:55:15,2023-05-10 08:55:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:55:45,2023-05-10 08:55:45,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:56:15,2023-05-10 08:56:15,17493.7,82
LDD3B6K60N0000235,2023-05-10 08:56:45,2023-05-10 08:56:45,17493.9,81
LDD3B6K60N0000235,2023-05-10 08:57:15,2023-05-10 08:57:15,17493.9,81
LDD3B6K60N0000235,2023-05-10 08:57:45,2023-05-10 08:57:45,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:34:37,2023-05-17 15:34:37,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:34:37,2023-05-17 15:34:37,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:34:38,2023-05-17 15:34:38,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:34:38,2023-05-17 15:34:38,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:35:07,2023-05-17 15:35:07,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:35:37,2023-05-17 15:35:37,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:36:07,2023-05-17 15:36:07,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:36:37,2023-05-17 15:36:37,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:37:07,2023-05-17 15:37:07,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:37:37,2023-05-17 15:37:37,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:38:07,2023-05-17 15:38:07,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:38:37,2023-05-17 15:38:37,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:39:07,2023-05-17 15:39:07,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:39:37,2023-05-17 15:39:37,17494.0,81
LDD3B6K60N0000235,2023-05-17 15:40:07,2023-05-17 15:40:07,17494.0,81
LDD3B6K60N0000235,2023-05-19 09:04:37,2023-05-19 09:04:37,17494.0,81
LDD3B6K60N0000235,2023-05-19 09:04:37,2023-05-19 09:04:37,17494.0,81
LDD3B6K60N0000235,2023-05-19 09:05:07,2023-05-19 09:05:07,17494.0,80
LDD3B6K60N0000235,2023-05-19 09:05:37,2023-05-19 09:05:37,17494.0,80
LDD3B6K60N0000235,2023-05-19 09:06:07,2023-05-19 09:06:07,17494.0,80
LDD3B6K60N0000235,2023-05-19 09:06:37,2023-05-19 09:06:37,17494.0,80
LDD3B6K60N0000235,2023-05-19 09:07:07,2023-05-19 09:07:07,17494.0,80
LDD3B6K60N0000235,2023-05-19 09:07:37,2023-05-19 09:07:37,17494.0,80
LDD3B6K60N0000235,2023-05-19 09:08:07,2023-05-19 09:08:07,17494.0,80
LDD3B6K60N0000235,2023-05-19 09:08:37,2023-05-19 09:08:37,17494.0,80
LDD3B6K60N0000235,2023-05-19 09:09:07,2023-05-19 09:09:07,17494.1,80
LDD3B6K60N0000235,2023-05-19 09:09:37,2023-05-19 09:09:37,17494.4,80
LDD3B6K60N0000235,2023-05-19 09:10:07,2023-05-19 09:10:07,17494.7,80
LDD3B6K60N0000235,2023-05-19 09:10:37,2023-05-19 09:10:37,17495.1,80
LDD3B6K60N0000235,2023-05-19 09:11:07,2023-05-19 09:11:07,17495.6,79
LDD3B6K60N0000235,2023-05-19 09:11:38,2023-05-19 09:11:38,17496.0,79
LDD3B6K60N0000235,2023-05-19 09:12:07,2023-05-19 09:12:07,17496.6,79
LDD3B6K60N0000235,2023-05-19 09:12:37,2023-05-19 09:12:37,17497.2,78
LDD3B6K60N0000235,2023-05-19 09:13:07,2023-05-19 09:13:07,17497.4,78
LDD3B6K60N0000235,2023-05-19 09:13:37,2023-05-19 09:13:37,17497.7,78
LDD3B6K60N0000235,2023-05-19 09:14:09,2023-05-19 09:14:09,17498.2,78
LDD3B6K60N0000235,2023-05-19 09:14:37,2023-05-19 09:14:37,17498.6,78
LDD3B6K60N0000235,2023-05-19 09:15:07,2023-05-19 09:15:07,17498.9,78
LDD3B6K60N0000235,2023-05-19 09:15:37,2023-05-19 09:15:37,17499.2,77
LDD3B6K60N0000235,2023-05-19 09:16:07,2023-05-19 09:16:07,17499.4,77
LDD3B6K60N0000235,2023-05-19 09:16:37,2023-05-19 09:16:37,17499.4,77
LDD3B6K60N0000235,2023-05-19 09:17:07,2023-05-19 09:17:07,17499.7,77
LDD3B6K60N0000235,2023-05-19 09:17:38,2023-05-19 09:17:38,17500.3,76
LDD3B6K60N0000235,2023-05-19 09:18:07,2023-05-19 09:18:07,17500.8,76
LDD3B6K60N0000235,2023-05-19 09:18:37,2023-05-19 09:18:37,17501.4,76
LDD3B6K60N0000235,2023-05-19 09:19:07,2023-05-19 09:19:07,17502.0,76
LDD3B6K60N0000235,2023-05-19 09:19:38,2023-05-19 09:19:38,17502.7,75
LDD3B6K60N0000235,2023-05-19 09:20:07,2023-05-19 09:20:07,17503.3,75
LDD3B6K60N0000235,2023-05-19 09:20:37,2023-05-19 09:20:37,17503.9,75
LDD3B6K60N0000235,2023-05-19 09:21:07,2023-05-19 09:21:07,17504.5,75
LDD3B6K60N0000235,2023-05-19 09:21:37,2023-05-19 09:21:37,17505.1,74
LDD3B6K60N0000235,2023-05-19 09:22:07,2023-05-19 09:22:07,17505.7,74
LDD3B6K60N0000235,2023-05-19 09:22:37,2023-05-19 09:22:37,17506.3,74
LDD3B6K60N0000235,2023-05-19 09:23:07,2023-05-19 09:23:07,17506.9,74
LDD3B6K60N0000235,2023-05-19 09:23:37,2023-05-19 09:23:37,17507.5,73
LDD3B6K60N0000235,2023-05-19 09:24:07,2023-05-19 09:24:07,17508.1,73
LDD3B6K60N0000235,2023-05-19 09:24:37,2023-05-19 09:24:37,17508.7,73
LDD3B6K60N0000235,2023-05-19 09:25:07,2023-05-19 09:25:07,17509.3,73
LDD3B6K60N0000235,2023-05-19 09:25:37,2023-05-19 09:25:37,17509.9,73
LDD3B6K60N0000235,2023-05-19 09:26:07,2023-05-19 09:26:07,17510.3,72
LDD3B6K60N0000235,2023-05-19 09:26:38,2023-05-19 09:26:38,17510.5,73
LDD3B6K60N0000235,2023-05-19 09:27:07,2023-05-19 09:27:07,17510.5,73
LDD3B6K60N0000235,2023-05-19 09:27:37,2023-05-19 09:27:37,17510.5,73
LDD3B6K60N0000235,2023-05-19 09:28:07,2023-05-19 09:28:07,17510.5,72
LDD3B6K60N0000235,2023-05-19 09:28:37,2023-05-19 09:28:37,17510.6,72
LDD3B6K60N0000235,2023-05-19 09:29:07,2023-05-19 09:29:07,17510.7,72
LDD3B6K60N0000235,2023-05-19 09:29:37,2023-05-19 09:29:37,17510.7,72
LDD3B6K60N0000235,2023-05-19 09:30:07,2023-05-19 09:30:07,17510.8,72
LDD3B6K60N0000235,2023-05-19 09:30:37,2023-05-19 09:30:37,17510.8,72
LDD3B6K60N0000235,2023-05-19 09:31:07,2023-05-19 09:31:07,17510.8,72
LDD3B6K60N0000235,2023-05-19 09:31:37,2023-05-19 09:31:37,17510.8,72
LDD3B6K60N0000235,2023-05-19 09:32:07,2023-05-19 09:32:07,17510.8,72
LDD3B6K60N0000235,2023-05-19 09:32:37,2023-05-19 09:32:37,17510.8,72
LDD3B6K60N0000235,2023-05-19 09:33:07,2023-05-19 09:33:07,17510.8,72
LDD3B6K60N0000235,2023-05-19 09:33:37,2023-05-19 09:33:37,17510.8,72
LDD3B6K60N0000235,2023-05-19 09:34:07,2023-05-19 09:34:07,17510.9,72
LDD3B6K60N0000235,2023-05-19 09:34:37,2023-05-19 09:34:37,17510.9,72
LDD3B6K60N0000235,2023-05-19 09:35:07,2023-05-19 09:35:07,17510.9,72
LDD3B6K60N0000235,2023-05-19 09:35:37,2023-05-19 09:35:37,17511.0,72
LDD3B6K60N0000235,2023-05-19 09:36:07,2023-05-19 09:36:07,17511.5,72
LDD3B6K60N0000235,2023-05-19 09:36:37,2023-05-19 09:36:37,17511.6,72
LDD3B6K60N0000235,2023-05-19 09:37:07,2023-05-19 09:37:07,17511.6,72
LDD3B6K60N0000235,2023-05-19 09:37:37,2023-05-19 09:37:37,17511.7,72
LDD3B6K60N0000235,2023-05-19 09:38:07,2023-05-19 09:38:07,17512.1,71
LDD3B6K60N0000235,2023-05-19 09:38:37,2023-05-19 09:38:37,17512.5,71
LDD3B6K60N0000235,2023-05-19 09:39:07,2023-05-19 09:39:07,17513.1,70
LDD3B6K60N0000235,2023-05-19 09:39:37,2023-05-19 09:39:37,17513.6,70
LDD3B6K60N0000235,2023-05-19 09:40:07,2023-05-19 09:40:07,17514.1,70
LDD3B6K60N0000235,2023-05-19 09:40:37,2023-05-19 09:40:37,17514.6,70
LDD3B6K60N0000235,2023-05-19 09:41:07,2023-05-19 09:41:07,17515.0,70
LDD3B6K60N0000235,2023-05-19 09:41:37,2023-05-19 09:41:37,17515.5,69
LDD3B6K60N0000235,2023-05-19 09:42:08,2023-05-19 09:42:08,17516.1,68
LDD3B6K60N0000235,2023-05-19 09:42:37,2023-05-19 09:42:37,17516.7,68
LDD3B6K60N0000235,2023-05-19 09:43:07,2023-05-19 09:43:07,17517.4,68
LDD3B6K60N0000235,2023-05-19 09:43:37,2023-05-19 09:43:37,17517.9,67
LDD3B6K60N0000235,2023-05-19 09:44:07,2023-05-19 09:44:07,17518.5,67
LDD3B6K60N0000235,2023-05-19 09:44:37,2023-05-19 09:44:37,17519.1,67
LDD3B6K60N0000235,2023-05-19 09:45:07,2023-05-19 09:45:07,17519.7,66
LDD3B6K60N0000235,2023-05-19 09:45:37,2023-05-19 09:45:37,17520.3,66
LDD3B6K60N0000235,2023-05-19 09:46:07,2023-05-19 09:46:07,17520.8,66
LDD3B6K60N0000235,2023-05-19 09:46:37,2023-05-19 09:46:37,17521.3,65
LDD3B6K60N0000235,2023-05-19 09:47:07,2023-05-19 09:47:07,17521.8,65
LDD3B6K60N0000235,2023-05-19 09:47:37,2023-05-19 09:47:37,17522.1,65
LDD3B6K60N0000235,2023-05-19 09:48:07,2023-05-19 09:48:07,17522.5,64
LDD3B6K60N0000235,2023-05-19 09:48:37,2023-05-19 09:48:37,17522.9,64
LDD3B6K60N0000235,2023-05-19 09:49:07,2023-05-19 09:49:07,17523.3,64
LDD3B6K60N0000235,2023-05-19 09:49:37,2023-05-19 09:49:37,17523.7,64
LDD3B6K60N0000235,2023-05-19 09:50:07,2023-05-19 09:50:07,17523.9,64
LDD3B6K60N0000235,2023-05-19 09:50:37,2023-05-19 09:50:37,17524.2,64
LDD3B6K60N0000235,2023-05-19 09:51:07,2023-05-19 09:51:07,17524.4,63
LDD3B6K60N0000235,2023-05-19 09:51:37,2023-05-19 09:51:37,17524.8,63
LDD3B6K60N0000235,2023-05-19 09:52:07,2023-05-19 09:52:07,17525.2,63
LDD3B6K60N0000235,2023-05-19 09:52:37,2023-05-19 09:52:37,17525.5,63
LDD3B6K60N0000235,2023-05-19 09:53:07,2023-05-19 09:53:07,17525.8,62
LDD3B6K60N0000235,2023-05-19 09:53:37,2023-05-19 09:53:37,17526.1,62
LDD3B6K60N0000235,2023-05-19 09:54:07,2023-05-19 09:54:07,17526.1,62
LDD3B6K60N0000235,2023-05-19 09:54:37,2023-05-19 09:54:37,17526.2,62
LDD3B6K60N0000235,2023-05-19 09:55:22,2023-05-19 09:55:22,17526.6,62
LDD3B6K60N0000235,2023-05-19 09:55:37,2023-05-19 09:55:37,17526.8,62
LDD3B6K60N0000235,2023-05-19 09:56:07,2023-05-19 09:56:07,17527.3,62
LDD3B6K60N0000235,2023-05-19 09:56:37,2023-05-19 09:56:37,17527.6,61
LDD3B6K60N0000235,2023-05-19 09:57:07,2023-05-19 09:57:07,17528.0,61
LDD3B6K60N0000235,2023-05-19 09:57:37,2023-05-19 09:57:37,17528.5,61
LDD3B6K60N0000235,2023-05-19 09:58:07,2023-05-19 09:58:07,17528.7,61
LDD3B6K60N0000235,2023-05-19 09:58:37,2023-05-19 09:58:37,17528.7,61
LDD3B6K60N0000235,2023-05-19 09:59:07,2023-05-19 09:59:07,17528.8,61
LDD3B6K60N0000235,2023-05-19 09:59:37,2023-05-19 09:59:37,17528.8,61
LDD3B6K60N0000235,2023-05-19 10:00:07,2023-05-19 10:00:07,17528.8,61
LDD3B6K60N0000235,2023-05-19 10:00:37,2023-05-19 10:00:37,17528.8,61
LDD3B6K60N0000235,2023-05-19 10:01:07,2023-05-19 10:01:07,17528.8,61
LDD3B6K60N0000235,2023-05-19 10:01:37,2023-05-19 10:01:37,17528.8,61
LDD3B6K60N0000235,2023-05-19 10:02:07,2023-05-19 10:02:07,17528.8,61
LDD3B6K60N0000235,2023-05-19 21:43:24,2023-05-19 21:43:24,17528.9,61
LDD3B6K60N0000235,2023-05-19 21:43:24,2023-05-19 21:43:24,17528.9,61
LDD3B6K60N0000235,2023-05-19 21:43:24,2023-05-19 21:43:24,17528.9,61
LDD3B6K60N0000235,2023-05-19 21:43:25,2023-05-19 21:43:25,17528.9,61
LDD3B6K60N0000235,2023-05-19 21:43:54,2023-05-19 21:43:54,17528.9,61
LDD3B6K60N0000235,2023-05-19 21:44:24,2023-05-19 21:44:24,17528.9,60
LDD3B6K60N0000235,2023-05-19 21:44:54,2023-05-19 21:44:54,17528.9,60
LDD3B6K60N0000235,2023-05-19 21:45:24,2023-05-19 21:45:24,17528.9,60
LDD3B6K60N0000235,2023-05-19 21:45:54,2023-05-19 21:45:54,17528.9,60
LDD3B6K60N0000235,2023-05-19 21:46:24,2023-05-19 21:46:24,17528.9,60
LDD3B6K60N0000235,2023-05-19 21:46:54,2023-05-19 21:46:54,17528.9,60
