VIN,服务器接收时间,数据采集时间,里程(km),SOC
LDD3B6K60N0000235,2023-05-21 10:48:48,2023-05-21 10:48:48,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:48,2023-05-21 10:48:48,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:49,2023-05-21 10:48:49,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:49,2023-05-21 10:48:49,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:49,2023-05-21 10:48:49,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:50,2023-05-21 10:48:50,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:50,2023-05-21 10:48:50,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:50,2023-05-21 10:48:50,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:50,2023-05-21 10:48:50,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:51,2023-05-21 10:48:51,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:51,2023-05-21 10:48:51,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:51,2023-05-21 10:48:51,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:52,2023-05-21 10:48:52,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:52,2023-05-21 10:48:52,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:52,2023-05-21 10:48:52,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:53,2023-05-21 10:48:53,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:53,2023-05-21 10:48:53,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:53,2023-05-21 10:48:53,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:53,2023-05-21 10:48:53,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:54,2023-05-21 10:48:54,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:54,2023-05-21 10:48:54,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:54,2023-05-21 10:48:54,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:55,2023-05-21 10:48:55,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:55,2023-05-21 10:48:55,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:55,2023-05-21 10:48:55,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:56,2023-05-21 10:48:56,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:56,2023-05-21 10:48:56,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:56,2023-05-21 10:48:56,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:57,2023-05-21 10:48:57,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:57,2023-05-21 10:48:57,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:57,2023-05-21 10:48:57,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:57,2023-05-21 10:48:57,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:58,2023-05-21 10:48:58,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:58,2023-05-21 10:48:58,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:58,2023-05-21 10:48:58,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:59,2023-05-21 10:48:59,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:59,2023-05-21 10:48:59,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:48:59,2023-05-21 10:48:59,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:00,2023-05-21 10:49:00,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:00,2023-05-21 10:49:00,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:00,2023-05-21 10:49:00,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:00,2023-05-21 10:49:00,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:01,2023-05-21 10:49:01,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:01,2023-05-21 10:49:01,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:01,2023-05-21 10:49:01,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:02,2023-05-21 10:49:02,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:02,2023-05-21 10:49:02,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:02,2023-05-21 10:49:02,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:03,2023-05-21 10:49:03,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:03,2023-05-21 10:49:03,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:03,2023-05-21 10:49:03,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:04,2023-05-21 10:49:04,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:04,2023-05-21 10:49:04,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:04,2023-05-21 10:49:04,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:04,2023-05-21 10:49:04,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:05,2023-05-21 10:49:05,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:05,2023-05-21 10:49:05,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:05,2023-05-21 10:49:05,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:06,2023-05-21 10:49:06,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:06,2023-05-21 10:49:06,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:06,2023-05-21 10:49:06,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:07,2023-05-21 10:49:07,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:07,2023-05-21 10:49:07,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:07,2023-05-21 10:49:07,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:07,2023-05-21 10:49:07,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:08,2023-05-21 10:49:08,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:08,2023-05-21 10:49:08,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:08,2023-05-21 10:49:08,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:09,2023-05-21 10:49:09,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:09,2023-05-21 10:49:09,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:09,2023-05-21 10:49:09,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:10,2023-05-21 10:49:10,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:10,2023-05-21 10:49:10,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:10,2023-05-21 10:49:10,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:11,2023-05-21 10:49:11,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:11,2023-05-21 10:49:11,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:11,2023-05-21 10:49:11,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:11,2023-05-21 10:49:11,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:12,2023-05-21 10:49:12,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:12,2023-05-21 10:49:12,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:12,2023-05-21 10:49:12,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:13,2023-05-21 10:49:13,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:13,2023-05-21 10:49:13,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:13,2023-05-21 10:49:13,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:14,2023-05-21 10:49:14,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:14,2023-05-21 10:49:14,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:14,2023-05-21 10:49:14,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:14,2023-05-21 10:49:14,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:15,2023-05-21 10:49:15,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:15,2023-05-21 10:49:15,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:15,2023-05-21 10:49:15,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:16,2023-05-21 10:49:16,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:16,2023-05-21 10:49:16,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:16,2023-05-21 10:49:16,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:17,2023-05-21 10:49:17,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:17,2023-05-21 10:49:17,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:17,2023-05-21 10:49:17,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:18,2023-05-21 10:49:18,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:18,2023-05-21 10:49:18,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:18,2023-05-21 10:49:18,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:18,2023-05-21 10:49:18,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:19,2023-05-21 10:49:19,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:19,2023-05-21 10:49:19,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:19,2023-05-21 10:49:19,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:20,2023-05-21 10:49:20,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:20,2023-05-21 10:49:20,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:20,2023-05-21 10:49:20,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:21,2023-05-21 10:49:21,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:21,2023-05-21 10:49:21,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:21,2023-05-21 10:49:21,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:21,2023-05-21 10:49:21,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:22,2023-05-21 10:49:22,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:22,2023-05-21 10:49:22,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:22,2023-05-21 10:49:22,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:23,2023-05-21 10:49:23,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:23,2023-05-21 10:49:23,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:23,2023-05-21 10:49:23,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:24,2023-05-21 10:49:24,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:24,2023-05-21 10:49:24,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:24,2023-05-21 10:49:24,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:24,2023-05-21 10:49:24,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:25,2023-05-21 10:49:25,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:25,2023-05-21 10:49:25,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:25,2023-05-21 10:49:25,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:26,2023-05-21 10:49:26,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:26,2023-05-21 10:49:26,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:26,2023-05-21 10:49:26,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:27,2023-05-21 10:49:27,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:27,2023-05-21 10:49:27,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:27,2023-05-21 10:49:27,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:28,2023-05-21 10:49:28,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:28,2023-05-21 10:49:28,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:28,2023-05-21 10:49:28,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:28,2023-05-21 10:49:28,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:29,2023-05-21 10:49:29,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:29,2023-05-21 10:49:29,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:29,2023-05-21 10:49:29,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:30,2023-05-21 10:49:30,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:30,2023-05-21 10:49:30,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:49:33,2023-05-21 10:49:33,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:50:03,2023-05-21 10:50:03,17575.2,25
LDD3B6K60N0000235,2023-05-21 10:50:33,2023-05-21 10:50:33,17575.2,25
LDD3B6K60N0000235,2023-05-21 10:51:03,2023-05-21 10:51:03,17575.2,25
LDD3B6K60N0000235,2023-05-21 10:51:33,2023-05-21 10:51:33,17575.2,25
LDD3B6K60N0000235,2023-05-21 10:52:03,2023-05-21 10:52:03,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:52:33,2023-05-21 10:52:33,17575.2,26
LDD3B6K60N0000235,2023-05-21 10:53:03,2023-05-21 10:53:03,17575.2,27
LDD3B6K60N0000235,2023-05-21 10:53:33,2023-05-21 10:53:33,17575.2,27
LDD3B6K60N0000235,2023-05-21 10:54:03,2023-05-21 10:54:03,17575.2,28
LDD3B6K60N0000235,2023-05-21 10:54:33,2023-05-21 10:54:33,17575.2,28
LDD3B6K60N0000235,2023-05-21 10:55:03,2023-05-21 10:55:03,17575.2,29
LDD3B6K60N0000235,2023-05-21 10:55:33,2023-05-21 10:55:33,17575.2,30
LDD3B6K60N0000235,2023-05-21 10:56:03,2023-05-21 10:56:03,17575.2,30
LDD3B6K60N0000235,2023-05-21 10:56:33,2023-05-21 10:56:33,17575.2,31
LDD3B6K60N0000235,2023-05-21 10:57:03,2023-05-21 10:57:03,17575.2,32
LDD3B6K60N0000235,2023-05-21 10:57:33,2023-05-21 10:57:33,17575.2,32
LDD3B6K60N0000235,2023-05-21 10:58:03,2023-05-21 10:58:03,17575.2,33
LDD3B6K60N0000235,2023-05-21 10:58:33,2023-05-21 10:58:33,17575.2,33
LDD3B6K60N0000235,2023-05-21 10:59:03,2023-05-21 10:59:03,17575.2,34
LDD3B6K60N0000235,2023-05-21 10:59:33,2023-05-21 10:59:33,17575.2,34
LDD3B6K60N0000235,2023-05-21 11:00:03,2023-05-21 11:00:03,17575.2,35
LDD3B6K60N0000235,2023-05-21 11:00:33,2023-05-21 11:00:33,17575.2,36
LDD3B6K60N0000235,2023-05-21 11:01:03,2023-05-21 11:01:03,17575.2,36
LDD3B6K60N0000235,2023-05-21 11:01:33,2023-05-21 11:01:33,17575.2,37
LDD3B6K60N0000235,2023-05-21 11:02:03,2023-05-21 11:02:03,17575.2,38
LDD3B6K60N0000235,2023-05-21 11:02:33,2023-05-21 11:02:33,17575.2,38
LDD3B6K60N0000235,2023-05-21 11:03:03,2023-05-21 11:03:03,17575.2,39
LDD3B6K60N0000235,2023-05-21 11:03:33,2023-05-21 11:03:33,17575.2,40
LDD3B6K60N0000235,2023-05-21 11:04:03,2023-05-21 11:04:03,17575.2,40
LDD3B6K60N0000235,2023-05-21 11:04:33,2023-05-21 11:04:33,17575.2,41
LDD3B6K60N0000235,2023-05-21 11:05:03,2023-05-21 11:05:03,17575.2,42
LDD3B6K60N0000235,2023-05-21 11:05:33,2023-05-21 11:05:33,17575.2,42
LDD3B6K60N0000235,2023-05-21 11:06:03,2023-05-21 11:06:03,17575.2,43
LDD3B6K60N0000235,2023-05-21 11:06:33,2023-05-21 11:06:33,17575.2,44
LDD3B6K60N0000235,2023-05-21 11:07:03,2023-05-21 11:07:03,17575.2,44
LDD3B6K60N0000235,2023-05-21 11:07:33,2023-05-21 11:07:33,17575.2,45
LDD3B6K60N0000235,2023-05-21 11:08:03,2023-05-21 11:08:03,17575.2,46
LDD3B6K60N0000235,2023-05-21 11:08:33,2023-05-21 11:08:33,17575.2,46
LDD3B6K60N0000235,2023-05-21 11:09:03,2023-05-21 11:09:03,17575.2,47
LDD3B6K60N0000235,2023-05-21 11:09:33,2023-05-21 11:09:33,17575.2,48
LDD3B6K60N0000235,2023-05-21 11:10:03,2023-05-21 11:10:03,17575.2,48
LDD3B6K60N0000235,2023-05-21 11:10:33,2023-05-21 11:10:33,17575.2,49
LDD3B6K60N0000235,2023-05-21 11:11:03,2023-05-21 11:11:03,17575.2,50
LDD3B6K60N0000235,2023-05-21 11:11:33,2023-05-21 11:11:33,17575.2,50
LDD3B6K60N0000235,2023-05-21 11:12:03,2023-05-21 11:12:03,17575.2,51
LDD3B6K60N0000235,2023-05-21 11:12:33,2023-05-21 11:12:33,17575.2,52
LDD3B6K60N0000235,2023-05-21 11:13:03,2023-05-21 11:13:03,17575.2,52
LDD3B6K60N0000235,2023-05-21 11:13:33,2023-05-21 11:13:33,17575.2,53
LDD3B6K60N0000235,2023-05-21 11:14:03,2023-05-21 11:14:03,17575.2,54
LDD3B6K60N0000235,2023-05-21 11:14:33,2023-05-21 11:14:33,17575.2,54
LDD3B6K60N0000235,2023-05-21 11:15:03,2023-05-21 11:15:03,17575.2,55
LDD3B6K60N0000235,2023-05-21 11:15:33,2023-05-21 11:15:33,17575.2,56
LDD3B6K60N0000235,2023-05-21 11:16:03,2023-05-21 11:16:03,17575.2,56
LDD3B6K60N0000235,2023-05-21 11:16:33,2023-05-21 11:16:33,17575.2,57
LDD3B6K60N0000235,2023-05-21 11:17:03,2023-05-21 11:17:03,17575.2,58
LDD3B6K60N0000235,2023-05-21 11:17:33,2023-05-21 11:17:33,17575.2,58
LDD3B6K60N0000235,2023-05-21 11:18:03,2023-05-21 11:18:03,17575.2,59
LDD3B6K60N0000235,2023-05-21 11:18:33,2023-05-21 11:18:33,17575.2,60
LDD3B6K60N0000235,2023-05-21 11:19:03,2023-05-21 11:19:03,17575.2,60
LDD3B6K60N0000235,2023-05-21 11:19:33,2023-05-21 11:19:33,17575.2,61
LDD3B6K60N0000235,2023-05-21 11:20:03,2023-05-21 11:20:03,17575.2,62
LDD3B6K60N0000235,2023-05-21 11:20:33,2023-05-21 11:20:33,17575.2,62
LDD3B6K60N0000235,2023-05-21 11:21:03,2023-05-21 11:21:03,17575.2,63
LDD3B6K60N0000235,2023-05-21 11:21:33,2023-05-21 11:21:33,17575.2,64
LDD3B6K60N0000235,2023-05-21 11:22:03,2023-05-21 11:22:03,17575.2,64
LDD3B6K60N0000235,2023-05-21 11:22:33,2023-05-21 11:22:33,17575.2,65
LDD3B6K60N0000235,2023-05-21 11:23:03,2023-05-21 11:23:03,17575.2,66
LDD3B6K60N0000235,2023-05-21 11:23:33,2023-05-21 11:23:33,17575.2,66
LDD3B6K60N0000235,2023-05-21 11:24:03,2023-05-21 11:24:03,17575.2,67
LDD3B6K60N0000235,2023-05-21 11:24:33,2023-05-21 11:24:33,17575.2,68
LDD3B6K60N0000235,2023-05-21 11:27:57,2023-05-21 11:27:57,17575.2,68
LDD3B6K60N0000235,2023-05-21 11:27:57,2023-05-21 11:27:57,17575.2,68
LDD3B6K60N0000235,2023-05-21 11:27:58,2023-05-21 11:27:58,17575.2,68
LDD3B6K60N0000235,2023-05-21 11:27:58,2023-05-21 11:27:58,17575.2,68
LDD3B6K60N0000235,2023-05-21 11:28:27,2023-05-21 11:28:27,17575.2,68
LDD3B6K60N0000235,2023-05-21 11:28:57,2023-05-21 11:28:57,17575.2,68
LDD3B6K60N0000235,2023-05-21 11:29:27,2023-05-21 11:29:27,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:28,2023-05-21 17:06:28,17591.2,60
LDD3B6K60N0000235,2023-05-21 17:06:28,2023-05-21 17:06:28,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:28,2023-05-21 17:06:28,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:28,2023-05-21 17:06:28,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:29,2023-05-21 17:06:29,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:29,2023-05-21 17:06:29,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:29,2023-05-21 17:06:29,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:30,2023-05-21 17:06:30,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:30,2023-05-21 17:06:30,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:30,2023-05-21 17:06:30,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:31,2023-05-21 17:06:31,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:31,2023-05-21 17:06:31,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:31,2023-05-21 17:06:31,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:32,2023-05-21 17:06:32,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:32,2023-05-21 17:06:32,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:32,2023-05-21 17:06:32,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:32,2023-05-21 17:06:32,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:33,2023-05-21 17:06:33,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:33,2023-05-21 17:06:33,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:33,2023-05-21 17:06:33,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:34,2023-05-21 17:06:34,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:34,2023-05-21 17:06:34,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:34,2023-05-21 17:06:34,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:35,2023-05-21 17:06:35,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:35,2023-05-21 17:06:35,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:35,2023-05-21 17:06:35,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:35,2023-05-21 17:06:35,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:36,2023-05-21 17:06:36,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:36,2023-05-21 17:06:36,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:36,2023-05-21 17:06:36,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:37,2023-05-21 17:06:37,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:37,2023-05-21 17:06:37,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:37,2023-05-21 17:06:37,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:38,2023-05-21 17:06:38,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:38,2023-05-21 17:06:38,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:38,2023-05-21 17:06:38,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:39,2023-05-21 17:06:39,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:39,2023-05-21 17:06:39,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:39,2023-05-21 17:06:39,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:39,2023-05-21 17:06:39,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:40,2023-05-21 17:06:40,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:40,2023-05-21 17:06:40,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:40,2023-05-21 17:06:40,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:41,2023-05-21 17:06:41,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:41,2023-05-21 17:06:41,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:41,2023-05-21 17:06:41,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:42,2023-05-21 17:06:42,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:42,2023-05-21 17:06:42,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:42,2023-05-21 17:06:42,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:42,2023-05-21 17:06:42,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:43,2023-05-21 17:06:43,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:43,2023-05-21 17:06:43,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:43,2023-05-21 17:06:43,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:44,2023-05-21 17:06:44,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:44,2023-05-21 17:06:44,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:44,2023-05-21 17:06:44,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:45,2023-05-21 17:06:45,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:45,2023-05-21 17:06:45,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:45,2023-05-21 17:06:45,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:46,2023-05-21 17:06:46,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:46,2023-05-21 17:06:46,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:46,2023-05-21 17:06:46,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:46,2023-05-21 17:06:46,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:47,2023-05-21 17:06:47,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:47,2023-05-21 17:06:47,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:47,2023-05-21 17:06:47,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:48,2023-05-21 17:06:48,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:48,2023-05-21 17:06:48,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:48,2023-05-21 17:06:48,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:49,2023-05-21 17:06:49,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:49,2023-05-21 17:06:49,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:49,2023-05-21 17:06:49,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:49,2023-05-21 17:06:49,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:50,2023-05-21 17:06:50,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:50,2023-05-21 17:06:50,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:50,2023-05-21 17:06:50,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:51,2023-05-21 17:06:51,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:51,2023-05-21 17:06:51,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:51,2023-05-21 17:06:51,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:52,2023-05-21 17:06:52,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:52,2023-05-21 17:06:52,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:52,2023-05-21 17:06:52,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:53,2023-05-21 17:06:53,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:53,2023-05-21 17:06:53,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:53,2023-05-21 17:06:53,17575.3,68
LDD3B6K60N0000235,2023-05-21 17:06:53,2023-05-21 17:06:53,17575.3,68
